Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
129792,407,95210,29.68,employed,Rejected
49887,408,14018,75.41,employed,Rejected
157139,506,93200,18.11,unemployed,Rejected
62040,340,33529,65.96,employed,Rejected
106665,540,2671,4.86,employed,Rejected
170510,805,24614,8.66,employed,Approved
87080,536,39800,40.12,unemployed,Rejected
33128,402,2292,49.65,unemployed,Rejected
197410,620,31382,16.67,employed,Approved
22535,441,6587,215.1,unemployed,Rejected
134744,574,49840,8.23,unemployed,Rejected
49840,710,30919,62.66,unemployed,Rejected
145369,731,105452,32.69,employed,Rejected
54737,360,7796,28.22,unemployed,Rejected
169145,748,100549,9.98,unemployed,Rejected
199428,433,128958,18.38,employed,Rejected
135523,347,35290,6.75,unemployed,Rejected
197714,837,149114,21.64,employed,Rejected
156078,835,13483,29.16,unemployed,Rejected
146334,654,89643,33.14,unemployed,Rejected
166366,355,42137,3.46,unemployed,Rejected
63359,376,22013,58.74,employed,Rejected
92917,351,30190,41.14,unemployed,Rejected
81603,380,30110,43,unemployed,Rejected
150667,757,16559,17.07,unemployed,Rejected
46907,713,3348,68.27,employed,Rejected
178388,611,55224,21.48,unemployed,Rejected
115248,355,60566,17.01,unemployed,Rejected
192272,672,30890,18.02,employed,Approved
20575,649,14596,137.42,unemployed,Rejected
118013,408,22516,6.78,unemployed,Rejected
127272,409,81065,17.02,employed,Rejected
51652,702,30952,37.03,employed,Approved
48250,724,9075,16.68,unemployed,Rejected
192610,816,131764,7.18,employed,Rejected
32732,743,16824,132.43,employed,Rejected
53654,406,40357,56.64,unemployed,Rejected
120837,728,91769,37.17,employed,Rejected
124299,651,60355,19.53,employed,Approved
128198,824,92946,19.18,unemployed,Rejected
72661,514,47817,63.18,unemployed,Rejected
196258,435,47612,24.26,unemployed,Rejected
112337,791,75794,38.45,unemployed,Rejected
94954,732,69515,6.15,employed,Rejected
119842,448,88851,7.07,employed,Rejected
89986,464,33841,26.43,employed,Rejected
97369,508,5234,41.56,unemployed,Rejected
46864,529,26486,101.16,employed,Rejected
95402,348,51797,31.45,unemployed,Rejected
164736,355,98474,3.55,unemployed,Rejected
182676,753,97401,10.83,employed,Approved
97116,759,10760,17.12,employed,Approved
154701,422,6326,19.21,unemployed,Rejected
165908,570,43186,8.15,unemployed,Rejected
106655,777,6235,14.2,employed,Approved
176468,352,79945,26.06,unemployed,Rejected
39105,625,8207,100.84,employed,Rejected
37872,817,14629,40.78,unemployed,Rejected
111593,526,87944,17.01,unemployed,Rejected
114580,600,82039,16.86,unemployed,Rejected
50073,654,16751,68.31,employed,Rejected
198926,628,30720,15.08,unemployed,Rejected
161619,589,120450,4.1,unemployed,Rejected
153361,756,6747,24.06,unemployed,Rejected
103968,826,13577,10,employed,Approved
159776,307,9581,28.84,employed,Rejected
199674,734,54891,5.91,unemployed,Rejected
199842,457,121383,3.28,unemployed,Rejected
42943,375,12664,19.92,unemployed,Rejected
170722,533,107858,12.86,unemployed,Rejected
185207,714,83943,18.02,employed,Approved
196501,421,2546,20.38,employed,Rejected
39028,666,4477,97.25,unemployed,Rejected
179007,388,115734,13.1,unemployed,Rejected
193204,331,41979,18.67,employed,Rejected
122496,602,19884,38,unemployed,Rejected
22922,444,2368,57.05,employed,Rejected
160811,387,28532,15.53,unemployed,Rejected
128174,824,22096,11.18,employed,Approved
181712,558,31047,9.76,employed,Approved
163878,772,73045,28.83,employed,Approved
196078,368,26743,10.93,employed,Rejected
106730,665,31740,12.56,employed,Approved
182402,371,84305,9.69,unemployed,Rejected
106073,613,20974,40.81,unemployed,Rejected
132278,472,42053,4.02,employed,Rejected
187991,746,95237,12.3,employed,Approved
145817,773,48020,23.44,unemployed,Rejected
164617,411,85613,10.03,employed,Rejected
56700,501,42066,39.24,employed,Rejected
24883,819,2022,186.45,unemployed,Rejected
29609,566,18684,137.17,unemployed,Rejected
115897,701,78280,16.94,unemployed,Rejected
141818,813,12869,27.11,unemployed,Rejected
151640,310,32310,31.94,employed,Rejected
56797,756,12740,27.17,employed,Approved
114056,341,64916,16.96,employed,Rejected
89299,678,6610,22.77,employed,Approved
114699,697,60591,31.19,employed,Approved
190006,631,137674,6.19,unemployed,Rejected
171684,478,100226,17.29,unemployed,Rejected
155440,557,119914,19.08,employed,Rejected
126389,661,64813,21.85,unemployed,Rejected
151553,442,22706,22.32,employed,Rejected
154883,587,20692,12.18,employed,Approved
114954,421,31191,42.04,unemployed,Rejected
49711,793,32379,99.07,unemployed,Rejected
174872,465,108714,27.12,employed,Rejected
31310,430,20410,136.01,employed,Rejected
185030,824,39499,4.09,employed,Approved
87701,484,54143,44.31,employed,Rejected
42478,521,31894,81.07,unemployed,Rejected
77504,720,10352,57.26,employed,Rejected
89342,471,45914,55.89,unemployed,Rejected
80244,687,9664,37.71,employed,Approved
73044,835,45850,52.1,unemployed,Rejected
178731,398,125746,9.3,employed,Rejected
151944,420,64208,7.31,employed,Rejected
20314,741,7892,193.03,unemployed,Rejected
158888,739,124000,12.61,unemployed,Rejected
111886,400,18548,29.39,unemployed,Rejected
80951,385,40209,29.11,unemployed,Rejected
69550,305,38878,7.86,employed,Rejected
21885,684,7731,218.85,unemployed,Rejected
114966,409,56846,13.17,unemployed,Rejected
160536,733,48925,26.17,unemployed,Rejected
73397,723,52366,56.11,unemployed,Rejected
117049,795,41193,18.48,unemployed,Rejected
56193,421,30268,35.69,employed,Rejected
76218,820,52516,41,unemployed,Rejected
62136,698,1346,75.11,employed,Rejected
143645,745,9399,7.5,unemployed,Rejected
117212,381,5948,38.32,unemployed,Rejected
180947,833,16063,13.14,employed,Approved
135073,310,87099,13.49,unemployed,Rejected
28810,822,8591,134.69,employed,Rejected
114303,544,1037,41.93,employed,Rejected
92335,709,52792,30.48,unemployed,Rejected
155723,315,121478,6.1,employed,Rejected
166568,656,73484,16.67,employed,Approved
139212,713,1609,30.66,unemployed,Rejected
126727,818,74220,9.45,employed,Approved
97136,648,68277,13.04,unemployed,Rejected
170704,556,99849,19.93,unemployed,Rejected
109040,769,61387,45.55,employed,Approved
50479,564,26078,18.68,employed,Approved
102766,722,68699,27.38,employed,Rejected
85079,594,53288,13.04,unemployed,Rejected
165372,482,83279,21.91,unemployed,Rejected
170395,575,50851,9.96,unemployed,Rejected
81567,547,14551,27.45,employed,Rejected
85456,664,14983,17.81,employed,Approved
197160,804,2736,22.94,employed,Approved
117306,622,76303,31.77,unemployed,Rejected
67938,823,27075,34.39,employed,Approved
34194,838,16673,95.73,employed,Rejected
111039,703,23911,45.01,unemployed,Rejected
155844,771,91336,16.48,employed,Approved
196712,515,153307,15.18,employed,Rejected
114791,565,72901,15.04,unemployed,Rejected
90623,782,45970,49.85,unemployed,Rejected
150749,734,55931,12.47,unemployed,Rejected
125012,586,24578,27.63,employed,Approved
46180,576,29325,44.29,unemployed,Rejected
58232,453,1638,61.82,employed,Rejected
150966,437,68765,30.69,unemployed,Rejected
98652,556,75427,42.41,employed,Rejected
45945,467,15120,19.44,unemployed,Rejected
185114,398,88728,18.63,unemployed,Rejected
114452,563,3599,24.07,unemployed,Rejected
112036,503,76483,38.21,employed,Rejected
113089,632,67904,43.43,unemployed,Rejected
40554,690,10388,111.5,unemployed,Rejected
63928,645,42371,51.06,unemployed,Rejected
40738,465,8478,67.55,unemployed,Rejected
191183,598,104666,11.78,unemployed,Rejected
115201,833,55262,29.96,employed,Approved
26055,428,9245,78.2,employed,Rejected
63754,706,7262,18.43,employed,Approved
163768,355,102047,4.11,unemployed,Rejected
41823,406,21253,53.08,employed,Rejected
191660,699,61124,13.19,employed,Approved
136171,429,70041,9.99,employed,Rejected
29215,665,16602,90.06,unemployed,Rejected
91411,755,71685,15.16,employed,Rejected
185425,745,140928,21.2,unemployed,Rejected
146262,532,58915,7.43,unemployed,Rejected
128056,566,40789,11.87,employed,Approved
157184,439,38586,17.52,unemployed,Rejected
22180,803,10817,163.5,employed,Rejected
96787,536,72855,5.65,unemployed,Rejected
127934,747,33754,24.13,employed,Approved
119184,525,11382,18.66,unemployed,Rejected
155426,578,85994,15.22,unemployed,Rejected
69283,370,9953,24.47,unemployed,Rejected
186957,766,119690,24.33,unemployed,Rejected
69227,628,10971,9.06,employed,Approved
25801,490,10244,45.35,unemployed,Rejected
134928,308,12822,15.01,employed,Rejected
149388,522,56082,18.35,unemployed,Rejected
117359,774,44286,6.03,employed,Approved
34690,572,3339,88.55,unemployed,Rejected
70382,556,55280,42.63,employed,Rejected
85263,694,33396,39.91,employed,Approved
140805,396,88294,27.81,employed,Rejected
122006,619,21789,21.45,employed,Approved
52018,559,20583,70.24,employed,Rejected
33654,523,8732,36.85,unemployed,Rejected
23949,471,4920,96.43,unemployed,Rejected
22340,343,16573,192.84,employed,Rejected
43456,554,33762,35.29,employed,Rejected
183874,361,94196,4.85,employed,Rejected
48152,428,16248,76.78,unemployed,Rejected
135007,497,91341,4.74,unemployed,Rejected
55319,556,32804,13.71,unemployed,Rejected
162274,801,75278,10.75,employed,Approved
111138,631,37087,32.12,employed,Approved
159234,458,39754,21.63,unemployed,Rejected
116236,764,84627,4.34,unemployed,Rejected
24907,672,8824,183.26,unemployed,Rejected
192566,696,138381,9.06,unemployed,Rejected
180704,589,108427,14.47,unemployed,Rejected
45233,835,5369,106.52,employed,Rejected
66829,332,8015,27.3,unemployed,Rejected
45887,332,26467,92.45,unemployed,Rejected
183570,562,97037,4.48,employed,Approved
23430,513,17102,204.76,employed,Rejected
187488,362,147281,15.28,unemployed,Rejected
35283,572,2332,112.43,employed,Rejected
40430,521,4182,96.57,employed,Rejected
159371,694,26312,10.93,employed,Approved
166387,725,94837,7.16,unemployed,Rejected
47289,470,37042,35.57,unemployed,Rejected
108476,461,79632,36.86,unemployed,Rejected
102615,632,55046,28.61,unemployed,Rejected
179491,546,57079,23.35,unemployed,Rejected
114374,763,53047,30.01,employed,Approved
94575,316,18705,41.15,unemployed,Rejected
98730,527,42275,19.32,employed,Rejected
165139,823,41557,25.11,employed,Approved
140683,664,19141,10.83,unemployed,Rejected
172608,555,68172,11.74,unemployed,Rejected
169549,709,57999,24.95,employed,Approved
146493,477,109226,25.26,employed,Rejected
29796,690,2832,34.04,unemployed,Rejected
133850,726,101976,9.64,employed,Rejected
186169,691,80897,4.59,employed,Approved
161539,453,66850,16.35,employed,Rejected
33243,702,25669,102.89,employed,Rejected
133229,596,20400,23.15,employed,Approved
41638,787,25422,101.95,employed,Rejected
88827,387,66774,35.03,unemployed,Rejected
55355,792,13983,75.25,unemployed,Rejected
190983,500,138428,21.87,employed,Rejected
38781,572,11597,85.57,employed,Rejected
196094,723,96752,16.7,unemployed,Rejected
104079,652,4172,42.2,unemployed,Rejected
111676,752,20112,41.05,unemployed,Rejected
81207,504,25498,61.47,employed,Rejected
49457,355,10678,42.32,unemployed,Rejected
109986,413,59990,22.73,unemployed,Rejected
106999,514,28770,37.62,employed,Rejected
157171,564,64311,26.06,employed,Approved
118725,839,34483,6.61,employed,Approved
94452,505,36557,48.17,employed,Rejected
191640,308,102880,4.89,unemployed,Rejected
48283,319,26331,50.05,employed,Rejected
153310,401,64525,16.75,employed,Rejected
72133,812,37745,48.54,employed,Approved
84852,842,44721,29.44,unemployed,Rejected
61157,318,45847,45.34,unemployed,Rejected
183900,609,132400,11.14,unemployed,Rejected
184047,563,8724,16.5,unemployed,Rejected
59769,649,44052,51.44,employed,Rejected
120193,833,81274,41.13,employed,Rejected
83009,456,64605,39.69,unemployed,Rejected
137747,434,86520,13.47,employed,Rejected
199319,507,82002,7.05,employed,Rejected
58050,461,5444,44.46,employed,Rejected
103256,449,42771,6.71,unemployed,Rejected
99520,753,36887,46.96,employed,Approved
47989,434,2716,35.65,unemployed,Rejected
176332,537,7837,11.42,unemployed,Rejected
144938,437,111905,26.16,unemployed,Rejected
68228,696,32054,54.53,employed,Rejected
70661,531,27777,10.06,employed,Rejected
128277,527,27585,38.2,employed,Rejected
66419,749,33108,68.41,unemployed,Rejected
84692,737,6482,37.23,unemployed,Rejected
123324,849,85068,31.97,employed,Rejected
48656,762,3779,71.82,employed,Rejected
160999,705,74098,4.7,unemployed,Rejected
185320,350,77330,9.41,unemployed,Rejected
99837,592,22821,35.29,unemployed,Rejected
180729,355,38287,21.51,unemployed,Rejected
43708,812,12781,28.41,employed,Approved
128412,631,4265,26.9,employed,Approved
174747,506,24640,19.91,unemployed,Rejected
190020,467,24905,6.89,employed,Rejected
186218,671,138315,5.69,unemployed,Rejected
180451,463,100773,16.52,employed,Rejected
107868,453,19953,14.48,employed,Rejected
129990,615,96703,19.45,unemployed,Rejected
184220,485,35490,6.9,employed,Rejected
183200,559,121230,3.17,unemployed,Rejected
162475,305,116697,27.6,unemployed,Rejected
76852,787,27879,45.2,unemployed,Rejected
177605,306,73905,11.84,employed,Rejected
68454,451,43813,12.57,unemployed,Rejected
58109,333,38885,83.83,unemployed,Rejected
42990,350,28325,28.23,employed,Rejected
196184,591,151020,22.96,employed,Rejected
171772,668,25412,4.28,unemployed,Rejected
116618,688,57010,8.09,employed,Approved
143421,437,92045,9.06,unemployed,Rejected
158163,723,28504,24.9,employed,Approved
48652,841,32697,22.09,unemployed,Rejected
179604,624,138728,12.26,unemployed,Rejected
181032,808,131479,21.58,unemployed,Rejected
179752,538,51739,13.37,employed,Rejected
26287,776,4864,174.95,employed,Rejected
128538,346,46829,20.91,employed,Rejected
187934,506,67694,12.48,employed,Rejected
98717,818,43457,41.58,employed,Approved
199787,641,104821,13.7,employed,Approved
70860,638,45071,38.31,unemployed,Rejected
29321,439,6091,124.67,unemployed,Rejected
107846,773,8342,29.79,unemployed,Rejected
165536,848,55594,3.76,unemployed,Rejected
37357,452,28549,62.59,employed,Rejected
118367,847,75839,13.41,unemployed,Rejected
176025,419,83444,14.32,employed,Rejected
128493,388,32148,29.24,unemployed,Rejected
99332,521,40625,39.68,employed,Rejected
118098,338,13137,15.45,unemployed,Rejected
26536,794,6048,142.34,employed,Rejected
146739,836,102650,17.27,unemployed,Rejected
45756,828,9697,107.85,employed,Rejected
140420,696,16182,27.94,employed,Approved
31542,389,16298,85.1,employed,Rejected
156466,619,76701,4.14,unemployed,Rejected
104116,505,38560,16.92,unemployed,Rejected
103663,751,16420,47.25,unemployed,Rejected
61286,580,1999,20.4,employed,Approved
162220,658,42744,25.28,unemployed,Rejected
94256,550,10337,17.21,unemployed,Rejected
161709,754,18049,5.15,employed,Approved
197077,351,101558,6.06,employed,Rejected
131795,701,93363,12.69,unemployed,Rejected
101904,640,70924,17.65,employed,Rejected
168842,434,123755,6.57,employed,Rejected
101367,776,31368,35.35,employed,Approved
181727,564,103780,15.86,employed,Approved
105134,764,4966,35.14,employed,Approved
49592,659,31227,73.33,employed,Rejected
111387,430,14491,34.37,unemployed,Rejected
105424,372,70828,23.52,unemployed,Rejected
174805,723,64882,11.8,employed,Approved
120615,367,28294,22.66,unemployed,Rejected
168691,650,62906,24.12,employed,Approved
170520,798,122348,7.33,unemployed,Rejected
136710,480,54188,18.42,employed,Rejected
199701,688,130576,13.25,employed,Rejected
77045,442,60195,55.89,employed,Rejected
193246,452,140265,17.95,unemployed,Rejected
181368,757,54912,9.83,unemployed,Rejected
169494,611,91246,19.76,employed,Approved
180298,822,34437,17.46,unemployed,Rejected
116789,354,93190,4.33,unemployed,Rejected
93979,331,57585,21.72,unemployed,Rejected
120346,715,58041,24.93,employed,Approved
144484,442,73800,12,unemployed,Rejected
129375,457,88826,18.48,employed,Rejected
23041,373,1514,206.12,employed,Rejected
192471,747,23194,7.22,employed,Approved
139545,735,24566,32.85,unemployed,Rejected
131181,760,47570,23.03,employed,Approved
131351,307,66294,32.64,employed,Rejected
90582,720,49099,45.03,employed,Approved
168937,794,30665,17.26,unemployed,Rejected
57247,839,31470,40.72,employed,Approved
179926,390,124850,11.71,employed,Rejected
171946,619,14834,26.27,unemployed,Rejected
22826,780,17798,152.26,unemployed,Rejected
130366,661,38907,18.65,employed,Approved
176666,611,69273,23.74,employed,Approved
171556,473,14531,24.8,unemployed,Rejected
95187,796,17622,10.93,employed,Approved
86073,435,37827,52.69,unemployed,Rejected
23723,414,6721,187.89,employed,Rejected
116932,479,92851,18.92,employed,Rejected
67398,840,23468,10.64,employed,Approved
176118,457,109251,21.29,unemployed,Rejected
193189,750,44852,24.22,employed,Approved
34241,570,2721,36.8,employed,Approved
124528,787,63425,19.88,employed,Approved
199178,699,69845,18.13,employed,Approved
133962,312,105504,17.86,unemployed,Rejected
197862,623,11752,20.09,employed,Approved
187096,662,72457,17.8,unemployed,Rejected
90015,400,52269,24.14,unemployed,Rejected
196131,499,89449,19.92,employed,Rejected
163553,310,2110,30.02,employed,Rejected
127806,400,14619,30.85,unemployed,Rejected
77518,590,13653,27.75,employed,Approved
182371,394,57839,4.79,employed,Rejected
42645,433,13108,69.5,employed,Rejected
86410,601,10924,41.2,unemployed,Rejected
131931,631,22229,16.57,employed,Approved
36354,691,11900,83.8,employed,Rejected
89380,482,10096,37.9,unemployed,Rejected
179986,702,129989,9.28,employed,Rejected
161723,741,81473,11.94,employed,Approved
87894,405,10557,8.29,employed,Rejected
136885,319,20510,27.48,employed,Rejected
194222,699,40742,11.56,unemployed,Rejected
170638,303,129628,22.72,unemployed,Rejected
125883,371,30602,32.09,employed,Rejected
146370,424,71163,28.81,unemployed,Rejected
